customer_id,name,email,phone,age,gender,city,state,signup_date,customer_segment,is_active
51,Carly Lee,ritadyer@example.net,001-830-820-3113x10615,63,F,Hammondton,North Dakota,2023-08-29,Regular,True
52,Lisa Ali,frankdorsey@example.org,388.564.6881x645,46,Other,North Amandamouth,Idaho,2024-07-13,Regular,True
53,Tammy Johnson,mitchellhernandez@example.net,(718)200-5660,33,M,Parsonsmouth,Utah,2024-08-30,Premium,True
54,Kathy Hughes,shannon71@example.org,001-403-652-9252,19,Other,East Kathleenview,New York,2023-09-06,Occasional,True
55,Timothy Martin,umitchell@example.com,001-904-711-8873x87286,55,M,Patricktown,North Carolina,2025-01-17,Premium,True
56,Yolanda Pitts,edominguez@example.org,+1-889-370-8955x6604,63,Other,Welchborough,Washington,2025-05-04,Premium,True
57,David Rivera,zbrown@example.com,632.506.8951,22,M,Deborahside,North Carolina,2024-10-10,Regular,True
58,Denise Ruiz,weissjames@example.com,9986612654,50,M,Port Benjamin,Georgia,2023-12-27,Regular,False
59,Jason Neal,karla29@example.com,(266)680-0807x0921,31,Other,Lake Michaelside,Iowa,2023-09-13,Premium,False
60,Carol Jones,vmartinez@example.com,551-230-7637,33,F,Lake Keithborough,Colorado,2023-09-19,Regular,True
61,Wyatt Cox,zachary57@example.net,+1-607-466-5831,24,M,Williamsonside,Nebraska,2025-01-31,Occasional,False
62,Brian Clark,weekskelly@example.com,584-948-6778x61021,40,F,South Ronnie,Rhode Island,2023-08-12,Regular,False
63,Paul Jones,williamgutierrez@example.org,965.872.6458,73,Other,Paynehaven,Kansas,2023-01-06,Premium,True
64,Valerie Vargas,victoriamunoz@example.org,001-542-777-9038x5256,21,F,West Sarah,Iowa,2024-07-11,Occasional,True
65,Lucas Perez,aguzman@example.net,561.899.5015,69,M,South Ericfurt,West Virginia,2025-09-12,Premium,True
66,Mr. Steven Chang,iwoodward@example.com,724.815.6300,30,Other,South Matthew,South Carolina,2024-10-22,Regular,True
67,Alex Boyd,jonathan66@example.com,437-513-2455x7646,45,M,Riosside,Indiana,2025-01-25,Regular,False
68,Heather Estrada,amiller@example.net,(863)237-0944,33,M,Port Erinmouth,Hawaii,2025-10-11,Regular,True
69,Lindsay Walsh,michaellewis@example.net,+1-293-451-2430x662,21,Other,Robinsonborough,Alabama,2023-11-03,Occasional,True
70,Emily Freeman,slove@example.net,(552)772-3488x880,23,M,Smithton,Colorado,2023-09-15,Premium,False
71,Amanda Caldwell,mariah79@example.net,870.958.3207x72557,49,F,New Karenville,Virginia,2023-04-08,Premium,False
72,Mark Jackson,robinkidd@example.net,(205)333-8789x614,75,M,North Joycestad,Kentucky,2023-03-19,Premium,False
73,Michael Lucas,smelton@example.com,660.553.6859,18,F,Leonview,Connecticut,2025-09-01,Regular,False
74,Samuel Hoffman,cantuchristopher@example.com,+1-567-255-9484,36,F,Port Hannahview,Alabama,2024-05-23,Occasional,False
75,John Baldwin,rogerswilliam@example.org,(810)850-2724x9679,27,M,Nicholasshire,Connecticut,2024-01-14,Regular,True
76,Kenneth Lyons,smithchristopher@example.org,260.656.4085x75967,21,Other,New Joshua,Iowa,2023-02-21,Occasional,True
77,Melinda Martinez DDS,ashley42@example.com,526-602-0259x41345,65,F,West Nancyburgh,New Jersey,2024-05-12,Premium,True
78,Micheal Cowan,nholder@example.com,302-538-9651x5787,55,F,Eduardoland,Arkansas,2023-03-29,Occasional,True
79,Karen Salazar,wadams@example.org,+1-855-966-1879x0815,21,Other,Ryanbury,Wisconsin,2023-06-19,Premium,True
80,Ryan Smith,brett84@example.com,001-236-676-9054x647,22,Other,Wendyview,Michigan,2025-05-09,Premium,True
81,Kevin Jacobs,jacob80@example.net,837-559-5286x32119,43,M,Nicholasside,South Carolina,2025-11-08,Occasional,True
82,Kevin Hernandez,velasquezpaula@example.net,001-849-591-6113,55,Other,East Amberfurt,Nevada,2024-11-24,Premium,True
83,Dana Wheeler,cherylreeves@example.net,579-296-6695x79328,44,Other,East Anthony,Vermont,2025-03-11,Occasional,True
84,Linda Larson,clementscourtney@example.net,(319)550-4703,34,M,South Antoniobury,Oregon,2024-07-22,Occasional,True
85,Steven Thompson,georgeperez@example.net,001-873-381-9088x2897,33,F,Julieberg,Florida,2025-05-20,Regular,True
86,Phillip Hill,kathy00@example.org,560-317-8656,60,Other,Port Johnathanshire,Florida,2023-03-17,Regular,False
87,April Anderson,john02@example.net,3137347588,38,M,Rickymouth,Missouri,2023-09-27,Premium,False
88,Elizabeth Avila,melissacunningham@example.net,981-971-0955,57,Other,Mollyfort,Delaware,2023-10-24,Premium,True
89,James Austin Jr.,jessicajackson@example.org,001-353-950-8606x96798,52,M,Juliachester,Florida,2025-03-30,Occasional,True
90,Shawn Hunter,wagnerashlee@example.net,(952)623-1163,26,F,Kimberlyville,Washington,2024-07-10,Premium,True
91,Angela Medina,brownkristy@example.com,6557856756,41,F,Port Jamesview,Hawaii,2023-02-05,Premium,False
92,David Miller,durhamshannon@example.net,575-200-6254,71,Other,South Karenborough,Maine,2024-11-10,Occasional,True
93,Trevor Dickerson,randyanderson@example.org,388-370-3596,57,Other,Lake Ryan,Massachusetts,2024-06-06,Occasional,True
94,Dawn Diaz,tpadilla@example.org,936-430-0745,60,Other,North Matthewton,Delaware,2024-11-03,Regular,True
95,Dana Brown,ryan95@example.org,(654)688-7469x27776,74,M,Deleonhaven,Virginia,2024-01-08,Regular,True
96,Michael Webb,chendavid@example.net,(755)781-4109x0075,74,M,Patriciaside,New Hampshire,2023-09-21,Occasional,True
97,John Alvarez,ycarter@example.com,+1-932-853-5772x056,35,F,East Madisonmouth,Kansas,2025-11-06,Occasional,True
98,Stanley Gibson,eric67@example.com,569.678.7277x60080,63,F,Lake Bradley,Utah,2024-05-06,Premium,True
99,Joseph Brandt,andrew19@example.net,001-782-810-0581,50,F,East Selena,Arkansas,2024-03-16,Regular,True
100,Steven David,warrenlaura@example.net,(498)568-4881,23,Other,West Steven,Colorado,2024-09-27,Regular,True
101,Kim Hicks,laurie69@example.com,001-360-274-8337x612,20,M,Port James,New Jersey,2023-08-23,Regular,True
102,Matthew Taylor,thorntondavid@example.com,001-846-975-6934,58,F,Port Matthewhaven,Arkansas,2023-08-21,Premium,False
103,Clarence George,udavis@example.org,844-446-5920x2496,53,Other,North Joseph,Illinois,2023-08-10,Regular,True
104,Elizabeth Hull,jsanchez@example.net,001-870-558-8699x281,25,M,Wallaceborough,Kentucky,2025-12-07,Occasional,True
105,Jared Choi,daniellegarner@example.com,844-239-4119,52,M,East Elizabeth,Georgia,2025-03-17,Regular,True
106,Andrew Guerra,mcdonaldjanice@example.org,911.701.4307,45,M,West Douglas,New Mexico,2023-01-08,Premium,True
107,Lori Scott,bryanbeck@example.org,+1-204-890-2660,41,M,Ryanhaven,Idaho,2023-07-06,Regular,True
108,Paula Brown,vanderson@example.net,001-624-812-0579,61,M,West Catherineberg,West Virginia,2025-02-22,Occasional,True
109,Amber Roberts,heatherjohnson@example.net,822-517-7492x29969,40,Other,Port Jamie,South Carolina,2025-02-09,Regular,True
110,Ian Martin MD,villarrealwilliam@example.net,+1-905-897-2762x079,33,M,West Lorishire,South Carolina,2023-02-17,Premium,False
111,Molly Romero,patriciafitzgerald@example.com,773-385-3522,19,M,New Joshuaview,Missouri,2024-01-29,Occasional,True
112,Brandon Franklin,michaelharris@example.org,665-846-2223,68,F,Janetville,North Carolina,2023-08-02,Occasional,True
113,Kathryn Jackson,sarah75@example.net,5616031098,35,M,Lake Wendy,Montana,2025-04-05,Occasional,True
114,Erin Nelson,spencer36@example.net,9496058940,42,M,Port Mitchellshire,Ohio,2025-04-01,Regular,True
115,Jessica Barnes,lauren20@example.net,001-889-765-6187x242,30,F,Ramirezberg,Maine,2025-12-06,Regular,True
116,Carrie Green,obush@example.org,992.398.8537,70,M,Ariasstad,Texas,2023-09-14,Premium,True
117,Paul Cline,patrick81@example.com,(500)506-6838x9256,60,M,South Cassandra,Kentucky,2025-09-27,Regular,True
118,Kevin Butler,ndougherty@example.net,8479846297,35,M,Amandashire,Arizona,2024-07-16,Regular,True
119,Courtney Rice,cmaynard@example.org,704-379-1409,59,Other,North Rosefurt,Oregon,2025-10-04,Regular,True
120,Wayne Cook,hicksjoel@example.com,(743)510-3749x6366,19,M,Port Johnside,Mississippi,2023-11-16,Regular,True
121,Melinda Ortega,nwatts@example.org,(909)436-2432,55,F,Darleneton,Minnesota,2024-05-24,Premium,True
122,Jordan Morales,yhuynh@example.com,+1-903-263-8666x0913,56,F,Jacobberg,Maryland,2025-01-23,Regular,True
123,David Carroll,vmurray@example.com,437.900.2502x77509,45,Other,Graveschester,South Dakota,2025-01-21,Occasional,True
124,Kimberly Gomez,douglasbyrd@example.com,9679074657,42,Other,South Suzanne,Virginia,2024-11-18,Premium,True
125,Anna Phillips,hernandezjessica@example.com,+1-604-665-5682,20,Other,New Lori,Ohio,2023-05-15,Regular,True
126,Matthew Mccarty,kimberly57@example.net,6583654167,51,Other,Lake Jeffrey,Arkansas,2024-08-19,Occasional,True
127,John Coleman,xwolf@example.org,(636)496-0855x0820,41,F,Bauermouth,Maine,2024-10-11,Premium,True
128,Dr. Stephanie Johnson,castrosydney@example.net,238.543.3471,57,F,Port Julie,Pennsylvania,2024-12-18,Occasional,True
129,Brett Chavez,deborah53@example.com,310.852.9311,64,F,South Coreyport,Texas,2023-03-03,Occasional,True
130,Christopher Vargas,phillip30@example.net,3805707236,60,F,Lake Kelsey,New Hampshire,2024-03-11,Regular,False
131,Chad Oneill,briannabenson@example.org,456.418.4291x548,62,F,South Gina,Idaho,2024-03-08,Occasional,True
132,Traci Robertson,jason66@example.org,290-546-7919,30,F,Baileyfurt,Connecticut,2025-03-18,Occasional,False
133,Margaret Williams,andrew00@example.net,693-297-5387x5609,61,Other,Kristenburgh,Oklahoma,2024-07-25,Premium,True
134,Ruth Foley,dwright@example.net,001-953-325-4042x4963,43,Other,New Stacy,Alaska,2025-07-25,Premium,True
135,Richard Shaffer,victorsaunders@example.org,(673)824-6509,36,M,East Kellystad,Oregon,2024-06-06,Regular,True
136,Michael Gray,davidzamora@example.net,+1-343-257-3142x60542,47,F,Yvettefort,Wisconsin,2023-11-27,Regular,True
137,Melissa Bradley,hshort@example.net,3056766703,50,F,Kyleland,Wyoming,2024-01-27,Occasional,True
138,Jaime Davis,curtis93@example.net,565-780-3626x6382,60,M,West Danielside,Vermont,2025-11-20,Regular,True
139,Denise Allen,shelby13@example.com,+1-346-373-8919x71302,23,M,Katiebury,Ohio,2023-12-03,Occasional,True
140,Richard Trevino MD,amy01@example.net,+1-574-552-3607x021,32,M,Stephanieside,Indiana,2025-08-23,Premium,True
141,Hannah Griffin,stevenharrison@example.net,501.214.4508,20,M,East Amandafurt,Tennessee,2024-06-25,Regular,True
142,Desiree Hoover,sjohnson@example.com,347.280.7411x12265,47,F,South Matthewburgh,Missouri,2024-01-04,Occasional,True
143,Maria Dunn,diana44@example.net,(337)459-5120x007,63,Other,Port Phillip,North Carolina,2024-02-20,Regular,False
144,Dr. Justin Campbell V,justinriggs@example.org,001-315-925-1725,43,M,New Charlesstad,Georgia,2023-06-12,Premium,True
145,Andrew Martinez,taylorbrandy@example.com,620-607-7372x0110,75,M,Sanchezbury,Illinois,2025-06-18,Regular,True
146,Erik Thomas,lee39@example.com,(962)571-0631,29,Other,South Deanmouth,Florida,2023-10-05,Occasional,False
147,Melissa James,qbryan@example.org,282.501.6372x503,21,Other,North Nicholasburgh,Florida,2023-06-24,Premium,True
148,Carla Lewis,gonzaleznatalie@example.org,816-513-1033x8766,47,M,Port Laura,Virginia,2023-09-13,Regular,True
149,Laura Rodgers,andrea94@example.com,606-532-5745x02252,66,F,Beverlychester,Oregon,2023-06-24,Occasional,False
150,Donna Burton,maria41@example.org,(358)586-6345x4449,71,Other,New Bethanyfurt,South Carolina,2024-02-05,Regular,True
151,Todd Gonzales,curtis76@example.net,001-796-923-4923x00619,65,F,West Susanberg,New Hampshire,2025-04-03,Regular,True
152,Cynthia Garcia,webbcrystal@example.com,001-533-336-8062x8456,66,M,Lake Ashleyton,South Carolina,2023-01-19,Occasional,True
153,Brent Yu,dspencer@example.net,001-910-587-1684x67093,67,Other,North Amberberg,Colorado,2023-01-13,Regular,True
154,Calvin Matthews,jkelly@example.org,9715130804,35,F,North Donaldstad,New Mexico,2023-07-26,Premium,True
155,Adam Montgomery DDS,wilkinsdeborah@example.net,001-948-487-7904x741,33,F,Stevensonbury,Vermont,2024-05-06,Regular,True
156,Rachel Chavez,yjohnson@example.com,571.318.2717x418,75,Other,Perkinsberg,North Dakota,2023-03-17,Premium,True
157,Daniel Odonnell,richardcarey@example.com,516.804.0431x658,27,M,Porterhaven,Kansas,2023-10-02,Regular,True
158,Randall Knight,jacob17@example.net,769.852.9650x8636,63,M,North Ryanhaven,Wyoming,2023-08-09,Premium,False
159,Sara Stevenson,emoore@example.org,(837)683-8378,44,F,Flynntown,South Dakota,2025-02-23,Occasional,False
160,Kimberly Brooks,ashleysmith@example.org,9426747944,44,M,Thomasberg,Colorado,2025-04-13,Premium,False
161,Joseph Cameron,lorigarcia@example.org,463.902.9773,42,Other,Reedborough,Florida,2025-08-01,Occasional,True
162,Andrea Joseph,katrinamejia@example.com,8734213269,72,Other,Johnsonland,Mississippi,2025-06-20,Regular,False
163,Tina Mcdonald,kathleenstevens@example.org,274-526-0250x91234,18,F,West Chloeberg,South Dakota,2024-06-03,Regular,False
164,Melissa Gray,brittany94@example.com,(890)363-0262x22555,72,F,South Lindseyland,Hawaii,2025-01-16,Occasional,True
165,Stephanie Ramos,parkerdarren@example.com,(329)243-2085x12640,49,M,South Scottburgh,Utah,2025-03-15,Regular,False
166,Robert Wright,jessicahess@example.org,(524)760-0679,49,M,South Tinashire,Texas,2023-02-17,Regular,True
167,Jo Hart,megantravis@example.com,5583569816,60,Other,New Justinbury,Connecticut,2025-12-27,Regular,True
168,Richard Harris,noahjohns@example.com,705-326-0633x117,71,F,Mcgeeburgh,Delaware,2025-07-02,Premium,True
169,Robert Hernandez,shawn86@example.net,(692)772-0533x6500,43,Other,Kennedyport,Louisiana,2024-02-02,Occasional,True
170,Justin Ross,browneric@example.com,415.667.2427,23,Other,Thomaston,Washington,2023-05-31,Regular,True
171,Travis Lewis,francisco36@example.net,598-235-2162x0398,73,F,Danielport,Nevada,2023-04-04,Premium,True
172,James Foster,chamberstammy@example.com,001-840-380-5062x128,34,F,Deanfort,South Dakota,2024-03-10,Regular,True
173,Jason Gonzalez,wjackson@example.com,(977)579-4683x5458,47,F,Jacquelineton,Rhode Island,2025-10-20,Regular,False
174,Joe Morton,wrice@example.org,288.839.9033x744,35,F,North Timothymouth,Montana,2023-01-05,Regular,True
175,Patricia Harding,gillespieroy@example.org,(468)396-2899x21732,48,M,Reynoldsstad,Georgia,2024-02-21,Occasional,True
176,Brianna Jackson,jamesreynolds@example.com,001-762-352-6320x563,40,M,West Hunterville,New Jersey,2025-02-03,Occasional,True
177,Vincent Harmon,fergusoncassidy@example.com,686-735-4900,67,Other,West Julia,Texas,2023-02-27,Premium,True
178,Matthew Lewis,flowerskathleen@example.net,001-689-278-1522,33,M,Marissamouth,Texas,2025-08-04,Premium,True
179,Christopher Carr,michael90@example.net,+1-280-859-0981x2200,33,M,Shieldsbury,Maine,2024-08-25,Regular,True
180,Gregory Quinn,tglass@example.com,(804)218-1298x312,54,M,South Donnamouth,Alaska,2025-03-21,Regular,True
181,Mary York,blake99@example.com,675-393-1835x0632,67,F,Nancyborough,Georgia,2025-11-02,Premium,True
182,Tara Wilson,isanchez@example.com,(559)870-4018,67,M,Smithmouth,Wyoming,2025-11-09,Regular,True
183,John Kelly,rebeccahamilton@example.net,734.705.4703,55,M,Lake Charleshaven,Nebraska,2025-10-31,Regular,False
184,Glenn Evans,yvetteunderwood@example.org,473.878.7484,43,Other,South Diamondland,Kansas,2025-05-11,Premium,True
185,Thomas Benton,xmacdonald@example.com,001-874-920-7519x192,55,Other,Josephport,Wisconsin,2023-07-26,Occasional,True
186,Jennifer Murphy,krausealexander@example.net,476.495.8325,24,Other,Amberburgh,Kentucky,2025-07-22,Regular,True
187,Kyle Flynn,lallen@example.org,836-616-8715x2134,68,Other,South Stephen,Alabama,2024-11-04,Premium,True
188,Alicia Cook,stephanie75@example.org,+1-750-860-9566,52,F,South Melissafurt,Washington,2023-08-22,Occasional,True
189,Scott Sullivan MD,agardner@example.com,(367)942-4152x8271,22,Other,East Kelseystad,Illinois,2023-10-26,Occasional,True
190,Emily Moses,lcollins@example.net,+1-379-881-4325x19371,18,F,Johnmouth,New York,2023-05-13,Regular,True
191,John Luna,janderson@example.com,510-792-3544,45,F,Lake Timothy,Florida,2024-06-21,Occasional,False
192,Stacey Martin,alexanderjohnson@example.org,9415911454,63,M,Hillbury,Wisconsin,2024-05-13,Regular,True
193,Paul Galloway,perezanthony@example.net,4594949064,64,Other,Port Natalie,Missouri,2025-08-11,Occasional,True
194,Carol Harris,ygarcia@example.org,976.379.2908,57,Other,West Bobbystad,New Hampshire,2023-12-20,Regular,False
195,Lindsey Smith,juan54@example.net,001-231-576-2932,45,Other,Lake Johnfurt,New Hampshire,2025-11-12,Occasional,True
196,Carrie Fisher,boyledavid@example.com,558-315-5832x287,38,M,Port Scott,Nebraska,2025-11-15,Premium,True
197,Leslie Myers,smithchelsea@example.org,(563)679-3327x97921,74,F,Millerberg,Kentucky,2025-02-20,Premium,False
198,Rachel Jackson,bpittman@example.net,864.922.1408x1078,54,Other,North Robert,Pennsylvania,2024-04-06,Occasional,False
199,Cory Lewis,denise58@example.org,3367056034,39,M,Brianton,Texas,2025-06-15,Regular,True
200,Marc Mitchell,jaylindsey@example.org,+1-597-345-0331x08322,29,F,Mcguirefurt,New Jersey,2024-08-16,Premium,True
201,Scott Brown,dawnosborn@example.org,9847764753,69,F,Lake Rhondachester,Maryland,2025-09-07,Regular,True
202,Carrie Nichols,summerrichardson@example.net,+1-885-957-0890,74,Other,North Gwendolynville,Iowa,2023-09-21,Occasional,True
203,Kayla English,harmonvirginia@example.net,8556594444,53,M,Murraymouth,Kansas,2025-08-22,Occasional,True
204,Ethan Soto,robert98@example.com,001-842-627-3799x80821,23,M,Daltonmouth,Tennessee,2022-12-31,Occasional,False
205,Mary Le,rhondapowell@example.net,+1-676-874-4463,49,Other,Courtneyfort,Virginia,2024-03-30,Premium,False
206,Thomas Richards,fgreen@example.net,+1-579-275-2463,59,Other,Petersstad,Indiana,2023-07-29,Regular,False
207,Barbara Shields,alexander97@example.net,001-451-781-3180x57322,68,M,Cookfort,Nevada,2025-12-27,Premium,True
208,Alex Pierce,brent84@example.com,+1-459-299-8100x8497,32,F,East Jamesmouth,Pennsylvania,2025-03-04,Occasional,True
209,Sherri Miller,ndixon@example.net,001-264-703-5085,37,Other,Alanport,Oklahoma,2023-10-09,Occasional,True
210,Amanda Miller,thomascarr@example.org,801.518.2243,48,Other,Markton,Missouri,2023-10-07,Occasional,True
211,Robert Hughes,leslierussell@example.com,(285)499-5614x21315,45,Other,Barnesburgh,Virginia,2023-09-12,Occasional,True
212,Patricia Williams,lawrenceryan@example.org,330.827.3119,40,Other,Woodardburgh,Wyoming,2025-06-08,Regular,True
213,Lindsay Henson,ryan28@example.org,383-936-8106x20709,37,F,Jamestown,Georgia,2023-10-08,Premium,True
214,Corey Taylor,jgarza@example.org,227-226-5461,64,M,New Howard,New Jersey,2024-10-08,Regular,True
215,Ryan Griffith,rodriguezjonathan@example.org,(491)470-6143,65,Other,Jessicahaven,New Mexico,2023-06-09,Occasional,True
216,Stephanie Bruce,linda46@example.org,750.606.2866x706,30,M,Port Austinborough,Tennessee,2025-10-30,Occasional,False
217,William Powell,thammond@example.com,001-572-345-4328x169,35,Other,West Mary,New Hampshire,2025-01-14,Occasional,True
218,Seth Johnson,carlsoncurtis@example.org,971.717.9409,24,M,West Jeffberg,Utah,2023-05-11,Regular,True
219,Emily Wilkerson,salinaskaren@example.org,001-793-852-1813x0793,41,M,Ronaldshire,Arizona,2023-02-21,Regular,True
220,Brent Mckay,jlloyd@example.org,(203)591-1939x5319,63,Other,Lake Benjamin,Idaho,2023-08-03,Premium,True
221,Kimberly Miller,emma61@example.com,001-542-486-8008x129,20,M,South Jacksonstad,Virginia,2023-11-18,Occasional,True
222,Carolyn Baker,yperez@example.net,230-427-8451,62,M,South Charlestown,Ohio,2024-04-14,Occasional,False
223,Jose Payne,frank40@example.net,(725)212-7099,24,M,Lake Angela,Louisiana,2025-04-06,Occasional,True
224,Edwin Watkins,bmullen@example.org,535.688.8235,48,F,Grayberg,New York,2023-01-12,Regular,True
225,Miss Kristina Martinez,fwilson@example.net,838.559.2411x45682,29,M,East Natalie,New Mexico,2025-07-12,Regular,False
226,Dawn Webster,lesliemedina@example.org,(266)740-1207x51452,25,M,Lucasbury,Alabama,2024-07-12,Regular,False
227,Chad Edwards,david08@example.org,546.988.1069,22,Other,Cookview,Texas,2023-09-29,Occasional,True
228,Arthur Perkins,paulbauer@example.com,4319203442,27,M,Port Mollychester,Texas,2024-04-18,Occasional,True
229,Nathan Jones,kelly80@example.com,755-989-7947x45587,23,M,Nathanielmouth,Maine,2023-03-26,Premium,False
230,Tracy Turner,hoffmanamber@example.net,+1-676-810-5475x3896,56,Other,Lake Maryland,California,2023-05-19,Occasional,True
231,Nicolas Johnson,gthompson@example.net,+1-643-701-2554x387,67,Other,Taylorshire,Arkansas,2023-07-28,Regular,False
232,William Green,stevenwoods@example.net,001-849-596-7933x608,46,F,Karaburgh,South Dakota,2023-08-18,Occasional,False
233,Jennifer Jenkins,jonesjennifer@example.net,288.259.1556,37,Other,Fitzgeraldstad,Maryland,2023-07-30,Occasional,True
